word,pron
kitten,kjtYn
kitty,kjti
kiwi,kiwi
klan,klænn+n
knack,næk
knead,nid
knee,ni
kneecap,nikæp
kneel,nil
knees,niz
knelt,n[ltt+t
knew,nu
knife,najf
knight,najt
knit,njt
knitting,njtjK
knob,nQb
knock,nQk
knocked,nQktt+ed
knocker,nQkZr
knocking,nQkjK
knoll,noŠl
knot,nQt
knots,nQtss+s
know,noŠ
knowing,noŠjK
knowledge,nQljd’
known,noŠn
knows,noŠz
knox,nQks
knuckle,nŒkYl
knucklehead,nŒkYlh[d
knuckles,nŒkYlz
koala,koŠQlY
koi,kTj
kong,kTK
kooky,kuki
kung,kŒK
kyle,kajl
lab,læb
label,lejbYl
laboratory,læbrYtTri
labyrinth,læbYrjn¸
lace,lejs
lack,læk
lad,læd
ladder,lædZr
ladies,lejdiz
lady,lejdi
ladybug,lejdibŒg
ladylike,lejdilajk
lag,læg
lager,lQgZr
lagoon,lYgun
laid,lejd
lain,lejn
lake,lejk
lamb,læm
lame,lejm
laminate,læmYnejt
laminate,læmYnYt
lamp,læmpp+p
lamplight,læmplajt
lance,lænss+c
land,lændd+d
landing,lændjK
landlord,lændd+dlTrd
lane,lejn
language,læKgwjd’
lap,læp
lapel,lYp[l
laps,læpss+s
lapse,læpss+s
lard,lQrdd+d
large,lQrd’d’+g
largeness,lQrd’d’+gnjs
larger,lQrd’Zr
lark,lQrkk+k
larry,l[ri
las,lQs
lasagna,lYzQnjY
lascivious,lYsjviYs
lash,læƒ
lass,læs
last,læstt+t
lasted,læstYd
lasted,læstjd
lasting,læstjK
lasts,læstt+ts
latch,lætƒ
late,lejt
lately,lejtli
later,lejtZr
latest,lejtYst
lath,læ¸
lathe,lejğ
lather,læğZr
latter,lætZr
lattice,lætYs
laugh,læf
laughing,læfjK
laughs,læfss+s
laughter,læftZr
launch,lTntƒtƒ+ch
laundry,lTndri
laura,lTrY
lava,lQvY
lavender,lævYndZr
law,lT
lawn,lTn
lawnmower,lTnmoŠZr
laws,lTz
lawsuit,lTsut
lawyer,lTjZr
lawyers,lTjZrz
lawyers,lTjZrz
lax,læks
lay,lej
layer,lejZr
lays,lejz
laze,lejz
laziness,lejzinYs
lazy,lejzi
leach,litƒ
lead,lid
lead,l[d
leader,lidZr
leadership,lidZrƒjp
leading,lidjK
leads,lidzz+s
leaf,lif
leafy,lifi
league,lig
leak,lik
leaky,liki
lean,lin
leaning,linjK
leap,lip
leapfrog,lipfrTg
leapt,l[ptt+t
lear,ljr
learn,lZrnn+n
learnable,lZrnYbYl
learned,lZrnn+nd
learner,lZrnZr
learning,lZrnjK
lease,lis
leash,liƒ
least,listt+t
leather,l[ğZr
leave,liv
leaves,livzz+es
leaving,livjK
lecture,l[ktƒZr
led,l[d
ledge,l[d’
lee,li
leech,litƒ
leek,lik
leer,ljr
left,l[ftt+t
leftover,l[ftoŠvZr
leftovers,l[ftoŠvZrz
lefty,l[fti
leg,l[g
legacy,l[gYsi
legal,ligYl
legality,ligælYti
legend,l[d’Ynd
legendary,l[d’Ynd[ri
legged,l[gYd
legged,l[gdd+ed
legs,l[gzz+s
leisure,li’Zr
leisure,l[’Zr
lemon,l[mYn
lemonade,l[mYnejd
lend,l[ndd+d
length,l[K¸¸+th
lens,l[nzz+s
lent,l[ntt+t
leo,lioŠ
leopard,l[pZrd
leprechaun,l[pZrkTn
less,l[s
lesson,l[sYn
lessons,l[sYnz
lest,l[stt+t
let,l[t
letch,l[tƒ
lethal,li¸Yl
lets,l[tss+s
letter,l[tZr
letters,l[tZrz
letting,l[tjK
lettuce,l[tYs
level,l[vYl
lever,l[vZr
lever,livZr
lewd,lud
lewis,lujs
liaison,liejzQn
liar,lajZr
liberty,ljbZrti
librarian,lajbr[riYn
library,lajbr[ri
lice,lajs
licence,lajsYns
license,lajsYns
lick,ljk
licker,ljkZr
licorice,ljkZrjƒ
lid,ljd
lie,laj
lied,lajd
lien,lin
lies,lajz
lieutenant,lut[nYnt
life,lajf
lifeguard,lajfgQrd
lifesaver,lajfsejvZr
lifestyle,lajfstajl
lifetime,lajftajm
lift,ljftt+t
light,lajt
lightbulb,lajtbŒlb
lighten,lajtYn
lighter,lajtZr
lighthouse,lajthaŠs
lighting,lajtjK
lightly,lajtli
lightning,lajtnjK
lights,lajtss+s
lightswitch,lajtswjtƒ
likable,lajkYbYl
like,lajk
liked,lajktt+ed
likely,lajkli
likes,lajkss+es
liking,lajkjK
lilly,ljli
lilt,ljltt+t
lily,ljli
limb,ljm
limbo,ljmboŠ
lime,lajm
limit,ljmjt
limited,ljmYtYd
limited,ljmjtjd
limousine,ljmYzin
limp,ljmpp+p
lin,ljn
lincoln,ljKkYn
linda,ljndY
line,lajn
lined,lajndd+ed
linen,ljnYn
liner,lajnZr
lines,lajnzz+es
ling,ljK
link,ljKkk+k
linoleum,ljnoŠliYm
lint,ljntt+t
lion,lajYn
lioness,lajYnYs
lions,lajYnz
lip,ljp
lips,ljpss+s
lipstick,ljpstjk
liquid,ljkwjd
liquor,ljkZr
liquored,ljkZrd
lisle,lajl
list,ljstt+t
listed,ljstYd
listed,ljstjd
listen,ljsYn
listened,ljsYnd
listener,ljsYnZr
listener,ljsnZr
listening,ljsYnjK
listens,ljsYnz
lit,ljt
literate,ljtZrjt
literature,ljtZrYtƒZr
lithe,lajğ
litter,ljtZr
litterbug,ljtZrbŒg
little,ljtYl
littleness,ljtYlnYs
live,lajv
live,ljv
lived,ljvdd+ed
liver,ljvZr
lives,ljvzz+es
lives,lajvzz+es
livestock,lajvstQk
living,ljvjK
lizard,ljzZrd
load,loŠd
loaded,loŠdjd
loaded,loŠdYd
loading,loŠdjK
loaf,loŠf
loan,loŠn
loath,loŠ¸
loathing,loŠğjK
lob,lQb
lobby,lQbi
lobe,loŠb
lobster,lQbstZr
local,loŠkYl
location,loŠkejƒYn
lock,lQk
locked,lQktt+ed
locker,lQkZr
locket,lQkjt
locomotive,loŠkYmoŠtjv
lode,loŠd
lodge,lQd’
loft,lTftt+t
log,lTg
logan,loŠgYn
logic,lQd’jk
logo,loŠgoŠ
loin,lTjn
lollipop,lQlipQp
lollipop,lQlipQp
london,lŒndYn
lone,loŠn
loneliness,loŠnlinYs
lonely,loŠnli
long,lTK
longer,lTKgZr
longest,lTKgYst
longest,lTKgjst
longhair,lTKh[r
longhaired,lTKh[rd
look,lŠk
looked,lŠktt+ed
looking,lŠkjK
lookout,lŠkaŠt
looks,lŠkss+s
lookup,lŠkŒp
loom,lum
loon,lun
loony,luni
loop,lup
loose,lus
loosen,lusYn
loot,lut
lop,lQp
lope,loŠp
lord,lTrdd+d
lore,lTr
lose,luz
loser,luzZr
losing,luzjK
loss,lTs
losses,lTsYz
losses,lTsjz
lost,lTstt+t
lot,lQt
lotion,loŠƒYn
lots,lQtss+s
lottery,lQtZri
loud,laŠd
loudness,laŠdnYs
louis,lujs
louis,lui
lounge,laŠnd’d’+g
loupe,lup
louse,laŠs
lousy,laŠzi
lovable,lŒvYbYl
love,lŒv
loved,lŒvdd+ed
lovely,lŒvli
lover,lŒvZr
loves,lŒvzz+es
loving,lŒvjK
low,loŠ
lower,loŠZr
lowercase,loŠZrkejs
lox,lQks
loyal,lTjYl
lucidity,lusjdjti
lucille,lusil
luck,lŒk
luckily,lŒkYli
lucky,lŒki
lucy,lusi
lug,lŒg
luggage,lŒgYd’
luggage,lŒgjd’
luke,luk
lull,lŒl
lullaby,lŒlYbaj
lulu,lulu
lumbar,lŒmbQr
lumber,lŒmbZr
lump,lŒmpp+p
lumpy,lŒmpi
lunch,lŒntƒtƒ+ch
lunchbox,lŒntƒtƒ+chbQks
luncheon,lŒntƒYn
lunchroom,lŒntƒtƒ+chrum
lunchtime,lŒntƒtƒ+chtajm
lung,lŒK
lunge,lŒnd’d’+g
lurch,lZrtƒtƒ+ch
lure,lŠr
lurk,lZrkk+k
luscious,lŒƒYs
lush,lŒƒ
lust,lŒstt+t
lute,lut
luxury,lŒgzZri
lye,laj
lying,lajjK
lymph,ljmff+ph
lynch,ljntƒtƒ+ch
lyrics,ljrjks
ma,mQ
mac,mæk
macabre,mYkQb
macabre,mYkQbrY
macabre,mYkQbZr
macaroni,mækYroŠni
mace,mejs
machine,mYƒin
macho,mQtƒoŠ
mackerel,mækZrYl
mad,mæd
madam,mædYm
madame,mædYm
madame,mYdæm
made,mejd
madeline,mædYljn
madman,mædmæn
madonna,mYdQnY
maestro,majstroŠ
mafia,mQfiY
magazine,mægYzin
magenta,mYd’[ntY
maggie,mægi
magic,mæd’jk
magical,mæd’jkYl
magician,mYd’jƒYn
magnet,mægnYt
magnolia,mægnoŠliY
mahogany,mYhQgYni
maid,mejd
maiden,mejdYn
mail,mejl
mailbag,mejlbæg
mailbox,mejlbQks
mailing,mejljK
mailman,mejlmæn
maim,mejm
main,mejn
maine,mejn
mainly,mejnli
maintenance,mejntYnYns
majesty,mæd’Ysti
major,mejd’Zr
majority,mYd’TrYti
make,mejk
maker,mejkZr
makes,mejkss+es
makeup,mejkŒp
making,mejkjK
male,mejl
malfeasance,mælfizYns
mall,mTl
malt,mQltt+t
mama,mQmY
mammal,mæmYl
mammoth,mæmY¸
mammy,mæmi
man,mæn
manage,mænYd’
manage,mænjd’
managed,mænYd’d
managed,mænjd’d
manager,mænYd’Zr
manager,mænjd’Zr
manatee,mænYti
mane,mejn
maneuver,mYnuvZr
manger,mejnd’Zr
mango,mæKgoŠ
manhole,mænhoŠl
manifest,mænYf[st
manner,mænZr
mannered,mænZrd
manners,mænZrz
manor,mænZr
manse,mænss+s
mansion,mænƒYn
mantel,mæntYl
manual,mænjuYl
many,m[ni
map,mæp
maple,mejpYl
maps,mæpss+s
mar,mQr
maraschino,mærYskinoŠ
marathon,m[rY¸Qn
marble,mQrbYl
marc,mQrkk+c
march,mQrtƒtƒ+ch
marching,mQrtƒjK
mare,m[r
margaret,mQrgZrjt
margin,mQrd’Yn
maria,mZriY
marie,mZri
marigold,m[rYgoŠld
marijuana,m[rYwQnY
marina,mYrinY
marine,mZrin
mark,mQrkk+k
marker,mQrkZr
market,mQrkjt
marketing,mQrkjtjK
marks,mQrkk+ks
marmalade,mQrmYlejd
maroon,mYrun
marriage,m[rjd’
married,m[rid
marry,m[ri
marrying,m[rijK
mars,mQrzz+s
marsh,mQrƒƒ+sh
marshal,mQrƒYl
marshall,mQrƒYl
marshmallow,mQrƒƒ+shm[loŠ
marsupials,mQrsupiYlz
mart,mQrtt+t
martha,mQr¸Y
martial,mQrƒYl
martin,mQrtYn
martin,mQrtjn
martyr,mQrtZr
mary,m[ri
mascara,mæsk[rY
mash,mæƒ
mashed,mæƒtt+ed
mask,mæskk+k
masked,mæskk+kt
masks,mæskk+ks
mass,mæs
masseur,mYsZr
masseur,mYsur
mast,mæstt+t
master,mæstZr
mat,mæt
match,mætƒ
matchbox,mætƒbQks
matching,mætƒjK
matchstick,mætƒstjk
mate,mejt
material,mYtjriYl
mates,mejtss+es
math,mæ¸
mathematics,mæ¸mætjks
matriculate,mYtrjkjulejt
matt,mæt
matter,mætZr
matters,mætZrz
matthew,mæ¸ju
mattress,mætrYs
mauve,moŠv
maw,mT
max,mæks
maximum,mæksYmYm
maxwell,mæksw[l
may,mej
maya,majY
maybe,mejbi
mayday,mejdej
mayonnaise,mejYnejz
mayor,mejZr
maze,mejz
me,mi
mead,mid
meadow,m[doŠ
meal,mil
mealtime,miltajm
mean,min
meanie,mini
meaning,minjK
meaningless,minjKlYs
meanness,minnYs
means,minzz+s
meant,m[ntt+t
meantime,mintajm
meanwhile,minwajl
measles,mizYlz
measure,m[’Zr
measurement,m[’ZrmYnt
measurer,m[’ZrZr
measures,m[’Zrz
meat,mit
meatball,mitbTl
meatloaf,mitloŠf
meaty,miti
mechanic,mYkænjk
mechanic,mjkænjk
mechanical,mYkYnjkYl
medal,m[dYl
medals,m[dYlz
media,midiY
medic,m[djk
medical,m[djkYl
medical,m[dYkYl
medication,m[dYkejƒYn
medicine,m[dYsYn
medieval,mjdivYl
meditate,m[djtejt
mediterranean,m[djtYrejniYn
medium,midiYm
meds,m[dzz+s
meek,mik
meet,mit
meeting,mitjK
meg,m[g
mega,m[gY
mel,m[l
meld,m[ldd+d
melody,m[lYdi
melon,m[lYn
melt,m[ltt+t
member,m[mbZr
members,m[mbZrz
membership,m[mbZrƒjp
memo,m[moŠ
memorabilia,m[mZrYbiljY
memories,m[mZriz
memorize,m[mZrajz
memory,m[mZri
memphis,m[mfYs
memphis,m[mfjs
men,m[n
menace,m[nYs
menace,m[njs
mend,m[ndd+d
mental,m[ntYl
mentally,m[ntYli
menthol,m[n¸Ql
mention,m[nƒYn
mentioned,m[nƒYnd
menu,m[nju
meow,miaŠ
merchandise,mZrtƒYndajs
merci,m[rsi
merciful,mZrsjfYl
mercy,mZrsi
mere,mjr
merely,mjrli
merge,mZrd’d’+g
meringue,mZræK
merit,m[rjt
merlin,mZrljn
mermaid,mZrmejd
merry,m[ri
mesh,m[ƒ
mess,m[s
message,m[sYd’
messages,m[sYd’Yz
messages,m[sYd’jz
messed,m[stt+ed
messenger,m[sjnd’Zr
messenger,m[sYnd’Zr
messiah,mYsajY
messiness,m[sinYs
messy,m[si
met,m[t
metal,m[tYl
metaphor,m[tYfTr
meteor,mitiZr
meter,mitZr
method,m[¸Yd
methods,m[¸Ydz
mew,mju
mexico,m[ksYkoŠ
mia,miY
miami,majæmi
mice,majs
michael,majkYl
michigan,mjƒjgYn
mickey,mjki
microphone,majkrYfoŠn
microscope,majkroŠskoŠp
microwave,majkroŠwejv
mid,mjd
midday,mjddej
middle,mjdYl
midget,mjd’jt
midnight,mjdnajt
midst,mjdss+st
mig,mjg
might,majt
mighty,majti
mike,majk
mil,mjl
mild,majldd+d
mildred,mildrjd
mile,majl
miles,majlzz+es
military,mjljt[ri
military,mjlYt[ri
militia,mYljƒY
milk,mjlkk+k
milkman,mjlkk+kmæn
milkshake,mjlkk+kƒejk
milky,mjlki
mill,mjl
millennium,mjl[niYm
miller,mjlZr
million,mjljYn
millionaire,mjljYn[r
millions,mjljYnz
mime,majm
mince,mjnss+c
mind,majndd+d
minds,majndd+dz
mine,majn
miner,majnZr
mineral,mjnZrYl
mines,majnzz+es
mini,mjni
minister,mjnjstZr
minister,mjnYstZr
minivan,mjnivæn
mink,mjKkk+k
mint,mjntt+t
minus,majnYs
minute,mjnYt
minute,majnut
minute,majnjut
minutes,mjnYts
miracle,mjrYkYl
miracles,mjrYkYlz
mirror,mjrZr
mirrors,mjrZrz
mirth,mZr¸¸+th
misbehave,mjsbYhejv
misbehave,mjsbihejv
misbehavior,mjsbYhejvjZr
misbehavior,mjsbihejvjZr
miscellaneous,mjsYlejniYs
mischief,mjstƒjf
miscreant,mjskriYnt
miserable,mjzZrYbYl
miserable,mjzrYbYl
misfit,mjsfjt
miss,mjs
missed,mjstt+ed
misses,mjsjz
missile,mjsYl
missing,mjsjK
mission,mjƒYn
missy,mjsi
mist,mjstt+t
mistake,mjstejk
mistakes,mjstejks
mister,mjstZr
mistress,mjstrYs
misunderstood,misŒndZrstŠd
mitch,mjtƒ
mite,majt
mitt,mjt
mitten,mjtYn
mitzvah,mjtss+zvY
mix,mjks
mixed,mjkstt+ed
mixer,mjksZr
mixture,mjkstƒZr
mnemonic,nYmQnjk
moan,moŠn
moaning,moŠnjK
moat,moŠt
mob,mQb
moccasin,mQkYsjn
mock,mQk
mode,moŠd
model,mQdZl
modern,mQdYrn
modest,mQdYst
module,mQd’ul
moist,mTjstt+t
moisture,mTjstƒZr
molar,moŠlZr
molasses,mYlæsjz
mold,moŠldd+d
moldy,moŠldi
mole,moŠl
moll,mQl
mollify,mQlYfaj
molly,mQli
mom,mQm
moment,moŠmYnt
moments,moŠmYnts
momma,mQmY
mommy,mQmi
moms,mQmzz+s
mon,moŠn
mon,mQn
monarch,mQnQrk
monarchy,mQnQrki
monastery,mQnYst[ri
monday,mŒndej
money,mŒni
monica,mQnjkY
monk,mŒKkk+k
monkey,mŒKki
monopoly,mYnQpYli
monsieur,mYsjZr
monster,mQnstZr
montana,mQntænY
monte,mQnti
montgomery,mQntt+tgŒmri
month,mŒn¸¸+th
monthly,mŒn¸li
months,mŒn¸¸+ths
monument,mQnjumYnt
moo,mu
mood,mud
moon,mun
moonlight,munlajt
moonlit,munljt
moose,mus
moot,mut
mop,mQp
mope,moŠp
morale,mYræl
more,mTr
moreover,mTroŠvZr
morgan,mTrgYn
morn,mTrnn+n
morning,mTrnjK
moron,mTrQn
morose,mYroŠs
morphine,mTrfin
morris,mTrYs
morris,mTrjs
mortal,mTrtYl
mortar,mTrtZr
mortgage,mTrgjd’
mosquito,mYskitoŠ
moss,mTs
most,moŠstt+t
mostly,moŠstt+tli
motel,moŠt[l
moth,mT¸
mother,mŒğZr
motherfucker,mŒğZrfŒkZr
motherhood,mŒğZrhŠd
motherless,mŒğZrljs
motion,moŠƒYn
motive,moŠtjv
motor,moŠtZr
motorbike,moŠtZrbajk
motorboat,moŠtZrboŠt
motorcycle,moŠtZrsajkYl
motto,mQtoŠ
mould,moŠldd+d
mound,maŠndd+d
mount,maŠntt+t
mountain,maŠntYn
mountains,maŠntYnz
mourn,mTrnn+n
mouse,maŠs
mousetrap,maŠstræp
moustache,mŒstæƒ
mouth,maŠ¸
mouthful,maŠ¸fŠl
mouths,maŠğzz+s
mouthy,maŠ¸i
move,muv
moved,muvdd+ed
movement,muvmYnt
movements,muvmYnts
moves,muvzz+es
movie,muvi
movies,muviz
moving,muvjK
mow,moŠ
mower,moŠZr
much,mŒtƒ
muck,mŒk
mud,mŒd
muddiness,mŒdinYs
muddy,mŒdi
muff,mŒf
muffin,mŒfYn
mug,mŒg
muggy,mŒgi
mulch,mŒltƒtƒ+ch
mulder,mŒldZr
mule,mjul
multicolored,mŒltikŒlZrd
multiply,mŠltYplaj
mum,mŒm
mumble,mŒmbYl
mummy,mŒmi
munch,mŒntƒtƒ+ch
munchkin,mŒntƒtƒ+chkjn
murder,mZrdZr
murdered,mZrdZrd
murderer,mZrdZrZr
murderers,mZrdZrZrz
murdering,mZrdZrjK
murders,mZrdZrz
murphy,mZrfi
muscle,mŒsYl
muse,mjuz
museum,mjuziYm
mush,mŠƒ
mush,mŒƒ
mushroom,mŒƒrum
mushy,mŒƒi
music,mjuzjk
musical,mjuzjkYl
musician,mjuzjƒYn
musketeer,mŒskYtir
muss,mŒs
must,mŒstt+t
mustache,mŒstæƒ
mustard,mŒstZrd
mute,mjut
mutt,mŒt
muzzle,mŒzYl
my,maj
myrrh,mZr
myself,majs[lf
mysterious,mjstjriYs
mystery,mjstZri
myth,mj¸
mythical,mj¸YkYl
mythical,mj¸jkYl
nab,næb
nacho,nQtƒoŠ
nacho,nætƒoŠ
nah,nQ
nail,nejl
nailfile,nejlfajl
naive,najiv
naked,nejkYd
nakedness,nejkYdnYs
name,nejm
named,nejmdd+ed
namely,nejmli
names,nejmzz+es
nana,nænY
nancy,nænsi
nanny,næni
nap,næp
nape,nejp
napkin,nejpkjn
napoleon,nYpoŠliYn
narcotics,nQrkQtjks
narrator,n[rejtZr
narrow,næroŠ
narrow,n[roŠ
nasal,nejzYl
nash,næƒ
nastiness,næstinYs
nasty,næsti
nation,nejƒYn
national,næƒYnYl
native,nejtjv
natural,nætƒZrYl
naturally,nætƒZrYli
nature,nejtƒZr
naught,nTt
naughty,nTti
naval,nejvYl
navy,nejvi
naw,nT
nay,nej
nazi,nQtsi
nazis,nQtsiz
near,njr
nearby,njrbaj
nearly,njrli
nearness,njrnYs
neat,nit
neatness,nitnYs
necessary,n[sYs[ri
neck,n[k
necklace,n[klYs
necktie,n[ktaj
nectar,n[ktZr
need,nid
needed,nidjd
needed,nidYd
needle,nidYl
needles,nidYlz
needs,nidzz+s
needy,nidi
negative,n[gYtjv
negro,nigroŠ
neigh,nej
neighbor,nejbZr
neighborhood,nejbZrhŠd
neighbors,nejbZrz
neither,najğZr
neither,niğZr
nemo,nimoŠ
neon,niQn
nephew,n[fju
nerd,nZrdd+d
nerve,nZrvv+v
nervous,nZrvYs
nervousness,nZrvYsnYs
nest,n[stt+t
net,n[t
network,n[twZrk
neutral,nutrYl
never,n[vZr
nevertheless,n[vZrğYl[s
new,nu
newborn,nubTrn
newness,nunYs
newport,nupTrt
news,nuz
newscast,nuzkæst
newsman,nusmæn
newsman,nusmYn
newspaper,nuzpejpZr
newt,nut
next,n[kstt+t
nibble,njbYl
nice,najs
niceness,najsnYs
nicest,najsjst
niche,nitƒ
nick,njk
nickel,njkYl
nickname,njknejm
nicks,njkss+s
niece,nis
nigh,naj
night,najt
nightclub,najtklŒb
nightmare,najtm[r
nights,najtss+s
nightshirt,najtƒZrt
nightstand,najtstænd
nighttime,najttajm
nightwear,najtw[r
nil,njl
nincompoop,njKkYmpup
nine,najn
ninety,najnti
ninth,najn¸¸+th
nip,njp
nix,njks
no,noŠ
nob,nQb
noble,noŠbYl
nobody,noŠbYdi
nod,nQd
node,noŠd
noel,noŠ[l
noggin,nQgjn
noir,nwQrr+r
noise,nTjz
noisy,nTjzi
nominal,nQmYnYl
nominate,nQmYnejt
non,nQn
nonce,nQnss+c
none,nŒn
nonsense,nQns[ns
noodle,nudYl
noodles,nudYlz
nook,nŠk
noon,nun
noontime,nuntajm
noose,nus
nope,noŠp
nor,nTr
norm,nTrmm+m
normal,nTrmYl
normally,nTrmYli
norman,nTrmYn
north,nTr¸¸+th
nose,noŠz
nosebleed,noŠzblid
noses,noŠzjz
nosiness,noŠzinYs
nostril,nQstrYl
nosy,noŠzi
not,nQt
notch,nQtƒ
note,noŠt
notebook,noŠtbŠk
noted,noŠtYd
noted,noŠtjd
notes,noŠtss+es
nothing,nŒ¸jK
notice,noŠtjs
noticeable,noŠtjsYbYl
noticed,noŠtjst
notion,noŠƒYn
noun,naŠn
nova,noŠvY
novel,nQvYl
november,noŠv[mbZr
now,naŠ
nowhere,noŠw[r
nozzle,nQzYl
nuclear,njukliZr
nude,nud
nudge,nŒd’
nugget,nŒgjt
nuisance,njusYns
,nŒl
numb,nŒm
number,nŒmbZr
numbers,nŒmbZrz
numeral,numZrYl
nun,nŒn
nurse,nZrss+s
nursery,nZrsZri
nursery,nZrss+sri
nursing,nZrsjK
nut,nŒt
nutcracker,nŒtkrækZr
nuts,nŒtss+s
nutshell,nŒtƒ[l
nutty,nŒti
nymph,njmff+ph
oak,oŠk
oar,Tr
oat,oŠt
oath,oŠ¸
oatmeal,oŠtmil
oats,oŠts
obelisk,QbYljsk
obey,oŠbej
obfuscate,QbfYskejt
object,Qbd’[kt
objection,Ybd’[kƒYn
obliged,Yblajd’d
oblique,oŠblik
obnoxious,QbnQkƒYs
obsess,Ybs[s
obsession,Ybs[ƒYn
obstacle,QbstYkYl
obtuse,Ybtus
obvious,QbviYs
obviously,QbviYsli
occasion,Ykej’Yn
occupied,Qkjupajd
occur,YkZr
occurred,YkZrd
ocean,oŠƒYn
octagon,QktYgQn
octopus,QktYpŠs
odd,Qd
odds,Qdz
odor,oŠdZr
odyssey,QdYsi
of,Œv
off,Tf
offence,Yf[ns
offend,Yf[nd
offense,Yf[ns
offense,Tf[ns
offense,Qf[ns
offensive,Yf[nsjv
offer,QfZr
offered,TfZrd
offering,TfZrjK
offering,TfrjK
office,TfYs
officer,TfYsZr
officer,TfjsZr
officers,TfYsZrz
officers,TfjsZrz
offices,Tfjsjz
offices,TfYsYz
official,YfjƒYl
officially,YfjƒYli
oft,Tft
often,TftYn
ogre,oŠgZr
oh,oŠ
oil,Tjl
oily,Tjli
oink,TjKk
ointment,TjntmYnt
okay,oŠkej
old,oŠld
older,oŠldZr
oldest,oŠldYst
oldie,oŠldi
ole,oŠl
olive,QlYv
olive,Qljv
oliver,QlYvZr
oliver,QljvZr
olivia,oŠljviY
olympics,oŠljmpjks
omelet,QmlYt
omelette,QmlYt
on,Qn
onboard,QnbTrd
once,wŒnss+c
one,wŒn
ones,wŒnzz+es
onion,ŒnjYn
onions,ŒnjYnz
only,oŠnli
onslaught,TnslTt
onstage,Qnstejd’
onto,Qntu
onto,Tntu
oodles,udYlz
ooh,u
oops,ups
ooze,uz
opaque,oŠpejk
open,QpYn
opened,oŠpYnd
opener,oŠpYnZr
opening,oŠpYnjK
opens,oŠpYnz
opera,QpZrY
operate,QpYrejt
operation,QpYrejƒYn
operator,QpYrejtYr
ophthalmology,Qf¸YlmTlYd’i
opinion,YpjnjYn
opinions,YpjnjYnz
opossum,oŠpQsYm
opponent,YpoŠnYnt
opportunities,QpZrtunYtiz
opportunity,QpYrtunYti
opposite,QpYzjt
optic,Qptjk
optimism,Qptjmjzm
option,QpƒYn
or,Tr
oral,TrYl
orange,Trjnd’
orange,TrYnd’
orangutan,TræKYtæn
orb,Trb
orbit,Trbjt
orchard,TrtƒYrd
orchestra,TrkYstrY
orchid,TrkYd
order,TrdYr
ordered,TrdYrd
orders,TrdYrz
ordinary,TrdYn[ri
ore,Tr
organ,TrgYn
organic,Trgænjk
organist,TrgYnjst
organize,TrgYnajz
organs,TrgYnz
orgasm,Trgæzm
origami,TrjgQmi
original,Zrjd’YnYl
originally,Zrjd’YnYli
ornament,TrnYmYnt
orphan,TrfYn
orphanage,TrfYnjd’
orphaned,TrfYnd
oscar,TskYr
osprey,Tspri
ostrich,Qstrjtƒ
other,ŒğYr
others,ŒğYrz
otherwise,ŒğYrwajz
otter,QtYr
ouch,aŠtƒ
ought,Tt
oui,wi
ounce,aŠns
our,aŠZr
our,Qr
ours,aŠZrz
ours,Qrz
ours,aŠrz
ourselves,aŠZrs[lvz
ourselves,Qrs[lvz
oust,aŠst
out,aŠt
outdoor,aŠtdTr
outdoors,aŠtdTrz
outer,aŠtZr
outfield,aŠtfild
outfit,aŠtfjt
outgrow,aŠtgroŠ
outhouse,aŠthaŠs
outing,aŠtjK
outlaw,aŠtlT
outlet,aŠtl[t
output,aŠtpŠt
outrageous,aŠtrejd’Ys
outside,aŠtsajd
outstanding,aŠtstændjK
outta,aŠtY
oval,oŠvYl
oven,ŒvYn
over,oŠvZr
overboard,oŠvZrbTrd
overcome,oŠvZrkŒm
overflow,oŠvZrfloŠ
overnight,oŠvZrnajt
override,oŠvZrrajd
overtime,oŠvZrtajm
overture,oŠvZrtƒZr
overwhelming,oŠvZrw[lmjK
ow,aŠ
owe,oŠ
owl,aŠl
own,oŠn
owner,oŠnZr
owners,oŠnZrz
owns,oŠnz
ox,Qks
oyster,TjstZr
oz,Qz
pa,pQ
pace,pejs
pacey,pejsi
pacifier,pæsYfajZr
pack,pæk
package,pækYd’
package,pækjd’
packed,pæktt+ed
pact,pæktt+t
pad,pæd
padded,pædYd
padded,pædjd
paddle,pædYl
page,pejd’
pageant,pæd’Ynt
pagoda,pYgoŠdY
paid,pejd
pail,pejl
pain,pejn
painful,pejnfYl
pains,pejnzz+s
paint,pejntt+t
paintbrush,pejntt+tbrŒƒ
painter,pejntZr
painting,pejntjK
pair,p[r
pajama,pYd’æmY
pajama,pYd’QmY
pajamas,pYd’QmYz
pajamas,pYd’æmYz
pal,pæl
palace,pælYs
pale,pejl
palindrome,pæljndroŠm
pall,pTl
palm,pQm
palm,pQlmm+m
pals,pælzz+s
pan,pæn
panacea,pænYsiY
panache,pYnæƒ
pancake,pænkejk
panda,pændY
pandemonium,pændjmoŠniYm
pane,pejn
pang,pæK
panic,pænjk
panicked,pænjkt
pansy,pænzi
pant,pæntt+t
panther,pæn¸Zr
panties,pæntiz
pantry,pæntri
pants,pæntt+ts
panty,pænti
pantyhose,pæntihoŠz
pap,pæp
papa,pQpY
paper,pejpZr
paperback,pejpZrbæk
paperboy,pejpZrbTj
paperclip,pejpZrkljp
papers,pejpZrz
paperweight,pejpZrwejt
paperwork,pejpZrwZrk
par,pQr
parachute,p[rYƒut
