ÿWORD,MEANING,AoAtestbased,AoArating,CDI,Morr,Floc,
close,almost equal,7,4.9,2.027186761,#N/A,#N/A,
close,bring to an end,7,4.9,2.027186761,#N/A,#N/A,
little,a small amount,7,4.0,2.027186761,#N/A,#N/A,
little,small,7,4.0,2.027186761,#N/A,#N/A,
green,not ripe,7,3.8,2.03442029,#N/A,#N/A,
green,a plot of grassyland,7,3.8,2.03442029,#N/A,#N/A,
green,the color of grass,7,3.8,2.03442029,#N/A,#N/A,
nice,has fine manners,7,4.0,2.037634409,#N/A,#N/A,
nice,pleasant,7,4.0,2.037634409,#N/A,#N/A,
zoo,wild animal park,7,3.5,2.038333333,#N/A,#N/A,
too,more than enough,7,5.0,2.039529915,#N/A,#N/A,
sobig,that big,7,,2.040726817,#N/A,#N/A,
tape,to fasten with a strip,7,5.8,2.042174797,#N/A,#N/A,
jelly,"a sweet, sticky food",7,4.0,2.04342723,3.708333333,#N/A,
refrigerator,keeps food cold,7,4.1,2.04342723,#N/A,#N/A,
alligator,a water animal,7,5.5,2.04454023,#N/A,#N/A,
lips,,7,3.8,2.044902913,4.208333333,#N/A,
knock,hit with hand,7,5.3,2.04580574,#N/A,#N/A,
knock,to hit together,7,5.3,2.04580574,#N/A,#N/A,
knock,a rap on the door,7,5.3,2.04580574,#N/A,#N/A,
there,in that place,7,4.4,2.049751244,#N/A,#N/A,
muffin,small cake,7,5.2,2.050486618,#N/A,#N/A,
tired,having no pep,7,4.3,2.050486618,#N/A,#N/A,
gum,stuff to chew,7,4.6,2.052511416,#N/A,#N/A,
where,in what place,7,4.9,2.052511416,#N/A,#N/A,
bump,to hit against,7,4.7,2.055555556,#N/A,#N/A,
bump,a lump on the head,7,4.7,2.055555556,#N/A,#N/A,
camera,takes pictures,7,6.0,2.0562249,4.208333333,#N/A,
don't,do not,7,,2.0562249,#N/A,#N/A,
hide,put out of sight,7,4.7,2.057098765,#N/A,6,
find,get what you lost,7,5.1,2.057471264,#N/A,#N/A,
plant,to put in ground,7,4.8,2.060017271,#N/A,#N/A,
plant,a flower or vegetable,7,4.8,2.060017271,#N/A,#N/A,
scissors,things to cut with,7,4.5,2.060855263,1.95,#N/A,
thirsty,dry from lack of water,7,4.0,2.060855263,#N/A,#N/A,
uncle,father's brother,7,4.3,2.061056106,#N/A,#N/A,
uncle,aunt's husband,7,4.3,2.061056106,#N/A,#N/A,
like,to be fond of,7,4.2,2.062111801,#N/A,#N/A,
bedroom,sleeping room,7,3.6,2.064583333,#N/A,#N/A,
sandbox,sand in a box,7,4.1,2.065255732,#N/A,#N/A,
draw,make a picture,7,4.2,2.067028986,#N/A,#N/A,
dish,plate for food,7,4.7,2.068027211,#N/A,#N/A,
morning,first half of day,7,3.8,2.071735395,#N/A,#N/A,
wind,stream of air,7,4.3,2.071735395,#N/A,#N/A,
wind,breath,7,4.3,2.071735395,#N/A,#N/A,
awake,to stop sleeping,7,5.3,2.076131687,#N/A,#N/A,
awake,not asleep,7,5.3,2.076131687,#N/A,#N/A,
garage,automobile shelter,7,5.4,2.076510721,#N/A,#N/A,
donut,,7,4.9,2.076887661,#N/A,#N/A,
squirrel,a climbing animal,7,5.3,2.083333333,2.091666667,#N/A,
bat,hard blow,7,4.7,2.083333333,4.708333333,#N/A,
bat,ball-player's stick,7,4.7,2.083333333,4.708333333,#N/A,
bring,carry toward,7,4.5,2.083333333,#N/A,#N/A,
careful,takes no chances,7,5.5,2.083333333,#N/A,#N/A,
chocolate,cocoa flavor,7,3.3,2.083333333,#N/A,#N/A,
chocolate,cocoa drink,7,3.3,2.083333333,#N/A,#N/A,
climb,go up or down,7,5.3,2.083333333,#N/A,#N/A,
dark,gloomy,7,3.8,2.083333333,#N/A,#N/A,
dark,without light,7,3.8,2.083333333,#N/A,#N/A,
dark,almost black,7,3.8,2.083333333,#N/A,#N/A,
hose,a watering tube,7,6.1,2.083333333,#N/A,#N/A,
party,a celebration,7,4.6,2.083333333,#N/A,#N/A,
penis,male sex organ,7,8.5,2.083333333,#N/A,#N/A,
put,to place,7,4.4,2.083333333,#N/A,#N/A,
under,below,7,5.2,2.083333333,#N/A,#N/A,
wipe,to rub with cloth or paper,7,5.1,2.083333333,#N/A,#N/A,
sweater,a knit jacket,7,5.1,2.091549296,#N/A,#N/A,
some,certain ones,7,4.4,2.095764273,#N/A,#N/A,
some,a number of,7,4.4,2.095764273,#N/A,#N/A,
some,a little,7,4.4,2.095764273,#N/A,#N/A,
lamb,a baby sheep,7,4.2,2.096153846,#N/A,#N/A,
lemme,let me,7,,2.096153846,#N/A,#N/A,
fast,very quick,7,4.6,2.098290598,#N/A,#N/A,
have,to own,7,4.1,2.099178404,#N/A,#N/A,
giraffe,an animal,7,5.1,2.100641026,3.208333333,#N/A,
give,to supply  things,7,4.1,2.102106227,#N/A,#N/A,
give,to hand over,7,4.1,2.102106227,#N/A,#N/A,
pull,to draw something toward you,7,5.1,2.102564103,#N/A,#N/A,
splash,to get water on,7,4.3,2.102564103,#N/A,#N/A,
splash,to play in water,7,4.3,2.102564103,#N/A,#N/A,
turkey,big bird,7,5.8,2.103550296,#N/A,#N/A,
zebra,striped animal,7,5.3,2.107060185,3.708333333,#N/A,
back,part of body,7,4.2,2.107060185,#N/A,#N/A,
back,book cover,7,4.2,2.107060185,#N/A,#N/A,
back,in the past,7,4.2,2.107060185,#N/A,#N/A,
back,hind part of anything,7,4.2,2.107060185,#N/A,#N/A,
flag,to signal,7,5.5,2.108058608,3.208333333,#N/A,
flag,cloth emblem of nation,7,5.5,2.108058608,3.208333333,#N/A,
radio,sends sound,7,5.8,2.108058608,#N/A,#N/A,
sick,feels bad,7,4.1,2.108058608,#N/A,#N/A,
drop,leave the subject,7,4.4,2.109414758,#N/A,#N/A,
drop,length of a fall,7,4.4,2.109414758,#N/A,#N/A,
drop,a sudden fall,7,4.4,2.109414758,#N/A,#N/A,
drop,fall,7,4.4,2.109414758,#N/A,#N/A,
spill,drop accidentally,7,4.2,2.111995754,#N/A,#N/A,
sleepy,needs rest,7,3.4,2.112179487,#N/A,#N/A,
stuck,can't get out,7,4.9,2.117684478,#N/A,#N/A,
cut,to divide cards,7,4.5,2.117948718,#N/A,#N/A,
cut,the piece chopped off,7,4.5,2.117948718,#N/A,#N/A,
cut,to slice with knife,7,4.5,2.117948718,#N/A,#N/A,
better,more good,7,5.1,2.126126126,#N/A,#N/A,
make,gain or earn,7,4.8,2.126262626,#N/A,#N/A,
turnaround,,7,,2.12654321,#N/A,#N/A,
to,on,7,3.3,2.126582278,#N/A,#N/A,
people,human beings,7,4.7,2.129360465,#N/A,#N/A,
stand,to be on your feet,7,4.7,2.129885057,#N/A,#N/A,
stand,to place upright,7,4.7,2.129885057,#N/A,#N/A,
lady,a titled woman,7,4.3,2.130952381,#N/A,#N/A,
lady,a woman,7,4.3,2.130952381,#N/A,#N/A,
talk,a speech,7,3.8,2.130952381,#N/A,#N/A,
talk,to speak,7,3.8,2.130952381,#N/A,#N/A,
feed,give food,7,4.5,2.13312369,#N/A,#N/A,
feed,food for animals,7,4.5,2.13312369,#N/A,#N/A,
feed,a meal,7,4.5,2.13312369,#N/A,#N/A,
touch,to feel with the fingers,7,5.0,2.134469697,#N/A,#N/A,
pumpkin,"large, golden yellow fruit",7,5.5,2.136399371,6.208333333,#N/A,
closet,small storage room,7,5.0,2.139583333,#N/A,#N/A,
scared,,7,3.8,2.139583333,#N/A,#N/A,
yard,measure of length,7,5.1,2.139937107,#N/A,#N/A,
yard,ground near building,7,5.1,2.139937107,#N/A,#N/A,
paint,to coat with color,7,4.6,2.142857143,#N/A,#N/A,
paint,to make colored pictures,7,4.6,2.142857143,#N/A,#N/A,
paint,stuff to color with,7,4.6,2.142857143,#N/A,#N/A,
all,the whole,7,3.5,2.143617021,#N/A,#N/A,
all,everybody,7,3.5,2.143617021,#N/A,#N/A,
all,everything,7,3.5,2.143617021,#N/A,#N/A,
backyard,,7,3.4,2.143617021,#N/A,#N/A,
livingroom,the family room,7,,2.143617021,#N/A,#N/A,
vitamins,,7,5.4,2.143617021,#N/A,#N/A,
soft,not hard,7,4.1,2.148760331,#N/A,#N/A,
soft,"smooth, pleasing to touch",7,4.1,2.148760331,#N/A,#N/A,
tractor,heavy pulling machine,7,5.3,2.150497512,1.95,#N/A,
church,a group of believers,7,5.0,2.150497512,3.708333333,#N/A,
church,a building for worship,7,5.0,2.150497512,3.708333333,#N/A,
church,a religious service,7,5.0,2.150497512,3.708333333,#N/A,
sticky,holds together,7,4.1,2.150497512,#N/A,#N/A,
stay,to remain,7,4.9,2.153292181,#N/A,#N/A,
quiet,without sound,7,4.0,2.155141844,#N/A,#N/A,
nuts,it's crazy,7,4.8,2.156635802,#N/A,#N/A,
pony,small horse,7,4.4,2.156635802,#N/A,#N/A,
hurry,act quickly,7,5.0,2.157713499,#N/A,#N/A,
drawer,a box-like  storage space,7,5.7,2.159979424,#N/A,5,
hear,listen through ears,7,4.3,2.160934744,#N/A,#N/A,
wait,stay for someone,7,4.8,2.16130363,#N/A,#N/A,
the,that particular,7,3.2,2.161935953,#N/A,#N/A,
ladder,has steps for climbing,7,6.5,2.166666667,2.091666667,#N/A,
bucket,pail,7,5.1,2.166666667,#N/A,#N/A,
empty,contains nothing,7,5.1,2.166666667,#N/A,#N/A,
full,has all it can hold,7,4.5,2.166666667,#N/A,#N/A,
it,a thing,7,3.1,2.166666667,#N/A,#N/A,
over,across,7,5.3,2.166666667,#N/A,#N/A,
stove,for cooking or heating,7,5.3,2.166666667,#N/A,#N/A,
with,on side of,7,4.2,2.166666667,#N/A,#N/A,
mailman,letter carrier,7,4.7,2.176697531,#N/A,#N/A,
deer,a forest animal,7,5.2,2.179718876,7.208333333,#N/A,
and,also,7,3.0,2.179718876,#N/A,#N/A,
cloud,make unclear,7,4.3,2.180293501,4.708333333,#N/A,
cloud,floating smoke or dust,7,4.3,2.180293501,4.708333333,#N/A,
cloud,tiny water drops in air,7,4.3,2.180293501,4.708333333,#N/A,
buy,get by paying price,7,5.0,2.180293501,#N/A,#N/A,
buy,a bargain,7,5.0,2.180293501,#N/A,#N/A,
game,a sports match ,7,4.4,2.180293501,#N/A,#N/A,
game,a form of play,7,4.4,2.180293501,#N/A,#N/A,
away,not at home,7,4.9,2.181506849,#N/A,#N/A,
away,far off,7,4.9,2.181506849,#N/A,#N/A,
write,to put on paper,7,5.1,2.185185185,#N/A,#N/A,
build,to develop,7,4.6,2.186728395,#N/A,#N/A,
build,put together,7,4.6,2.186728395,#N/A,#N/A,
underpan,,7,,2.186728395,#N/A,#N/A,
high,tall,7,4.5,2.188356164,#N/A,#N/A,
high,costs a lot,7,4.5,2.188356164,#N/A,#N/A,
high,above others,7,4.5,2.188356164,#N/A,#N/A,
high,way up,7,4.5,2.188356164,#N/A,#N/A,
mellon,,7,,2.189236111,#N/A,#N/A,
wake,stop sleeping,7,5.2,2.190740741,#N/A,#N/A,
rooster,male chicken,7,5.9,2.192771084,#N/A,#N/A,
jello,,7,,2.195776256,#N/A,#N/A,
sweep,to brush off a floor,7,5.4,2.195987654,#N/A,#N/A,
take,to steal,7,4.6,2.195987654,#N/A,#N/A,
take,to get or receive,7,4.6,2.195987654,#N/A,#N/A,
take,"choose, select",7,4.6,2.195987654,#N/A,#N/A,
take,get hold of,7,4.6,2.195987654,#N/A,#N/A,
share,divide with others,7,4.9,2.197222222,#N/A,#N/A,
oven,used for baking,7,5.1,2.2,#N/A,#N/A,
loud,very noisy,7,4.7,2.201790634,#N/A,#N/A,
nail,tool,7,5.4,2.203036723,#N/A,#N/A,
did,was doing,7,5.0,2.203972868,#N/A,#N/A,
did,performed,7,5.0,2.203972868,#N/A,#N/A,
a,"one, any",7,2.0,2.206018519,#N/A,#N/A,
show,the appearance only,7,5.3,2.206018519,#N/A,#N/A,
show,to point out,7,5.3,2.206018519,#N/A,#N/A,
show,movie or TV program,7,5.3,2.206018519,#N/A,#N/A,
show,performance,7,5.3,2.206018519,#N/A,#N/A,
show,to let be seen,7,5.3,2.206018519,#N/A,#N/A,
snowman,a man made of snow,7,3.5,2.206467662,1.95,#N/A,
lollipop,candy on a stick,7,3.9,2.210271318,#N/A,#N/A,
mittens,,7,4.7,2.210743802,#N/A,#N/A,
friend,person one likes,7,3.8,2.211403509,#N/A,#N/A,
gonna,going to,7,5.5,2.211403509,#N/A,#N/A,
picnic,a meal in the open,7,5.4,2.211403509,#N/A,#N/A,
playdough,,7,,2.214499253,#N/A,#N/A,
shoulder,part of the body,7,4.8,2.214814815,#N/A,#N/A,
windy,having much wind,7,5.4,2.218468468,#N/A,#N/A,
is,now,7,4.6,2.21935725,#N/A,#N/A,
white,part of egg,7,4.1,2.220538721,#N/A,#N/A,
white,snow-colored,7,4.1,2.220538721,#N/A,#N/A,
fireman,puts out fires,7,5.2,2.222222222,#N/A,#N/A,
sprinkler,waters grass,7,5.5,2.222383721,#N/A,#N/A,
he,a man or boy,7,3.1,2.222636816,#N/A,#N/A,
pour,to make flow,7,5.2,2.222636816,#N/A,#N/A,
pour,empty one glass into another,7,5.2,2.222636816,#N/A,#N/A,
cute,"pretty, pleasing",7,4.5,2.223684211,#N/A,#N/A,
dryer,takes out moisture,7,6.2,2.225535168,#N/A,#N/A,
say,to tell or speak,7,4.0,2.225535168,#N/A,#N/A,
who,what person,7,4.3,2.225535168,#N/A,#N/A,
smile,curve mouth upwards,7,3.8,2.228142077,#N/A,#N/A,
not,meaning no,7,4.0,2.230923695,#N/A,#N/A,
tuna,large fish,7,5.5,2.237021858,#N/A,#N/A,
farm,food-growing land,7,4.5,2.23818408,#N/A,#N/A,
lick,pass tongue over,7,4.6,2.23818408,#N/A,#N/A,
sad,not happy,7,3.6,2.238636364,#N/A,#N/A,
wolf,"wild, doglike animal",7,5.0,2.241487455,#N/A,#N/A,
first,ahead of second,7,4.1,2.245412844,#N/A,#N/A,
first,ahead of all the others,7,4.1,2.245412844,#N/A,#N/A,
for,in favor of,7,3.7,2.246598639,#N/A,#N/A,
for,to last,7,3.7,2.246598639,#N/A,#N/A,
for,given to,7,3.7,2.246598639,#N/A,#N/A,
for,at the price of,7,3.7,2.246598639,#N/A,#N/A,
later,afterwards,7,6.1,2.254901961,#N/A,#N/A,
new,modern,7,4.3,2.2578125,#N/A,#N/A,
new,just made,7,4.3,2.2578125,#N/A,#N/A,
new,just came here,7,4.3,2.2578125,#N/A,#N/A,
new,just started,7,4.3,2.2578125,#N/A,#N/A,
cover,something placed over,7,6.1,2.266493056,#N/A,#N/A,
goose,duck-like bird,7,4.9,2.27,#N/A,#N/A,
sidewalk,pavement for walkers,7,4.3,2.27,#N/A,#N/A,
gloves,,7,4.8,2.270562771,#N/A,#N/A,
why,the reason that,7,4.0,2.270562771,#N/A,#N/A,
lamp,a light fixture,7,5.0,2.274464832,6.208333333,#N/A,
brother,your parents' son,7,3.7,2.27962963,#N/A,#N/A,
sister,opposite of brother,7,3.3,2.284102564,#N/A,#N/A,
washer,a machine that washes,7,6.3,2.291666667,#N/A,#N/A,
hard,not easy to break,7,4.6,2.3,#N/A,#N/A,
hard,not easy,7,4.6,2.3,#N/A,#N/A,
penguin,sea bird,7,5.8,2.317656766,3.208333333,#N/A,
pudding,kind of food,7,4.8,2.325533662,#N/A,#N/A,
am,my being,7,4.6,2.333333333,#N/A,#N/A,
another,one added,7,4.6,2.333333333,#N/A,#N/A,
coke,soft drink,7,5.3,2.333333333,#N/A,#N/A,
haveto,must,7,,2.333333333,#N/A,#N/A,
listen,try to hear,7,4.8,2.333333333,#N/A,#N/A,
noisy,makes loud sounds,7,5.3,2.333333333,#N/A,#N/A,
pretzel,twisted biscuit,7,6.8,2.333333333,#N/A,#N/A,
pick,choice,7,5.1,2.343047035,#N/A,#N/A,
pick,to open without key,7,5.1,2.343047035,#N/A,#N/A,
pick,a digging tool,7,5.1,2.343047035,#N/A,#N/A,
black,the darkest color,7,3.7,2.353125,#N/A,#N/A,
finish,the end,7,6.1,2.360632184,#N/A,#N/A,
jeans,overalls,7,5.3,2.363782051,#N/A,#N/A,
salt,food seasoning,7,5.0,2.365577889,#N/A,#N/A,
taste,to get the flavor,7,4.5,2.374731183,#N/A,#N/A,
taste,the flavor of food,7,4.5,2.374731183,#N/A,#N/A,
at,in or on,7,3.5,2.375730994,#N/A,#N/A,
mad,angry,7,3.4,2.377934272,#N/A,#N/A,
day,while sun shines,7,3.6,2.386446886,#N/A,#N/A,
day,a 24-hour period,7,3.6,2.386446886,#N/A,#N/A,
fit,adjust properly,7,5.9,2.389376218,#N/A,#N/A,
she,woman or girl,7,3.2,2.391666667,#N/A,#N/A,
playground,area for childre's games,7,4.3,2.394252874,#N/A,#N/A,
teacher,a school worker,7,4.4,2.398085586,#N/A,#N/A,
movie,motion picture,7,5.3,2.403381643,#N/A,#N/A,
shake,to tremble,7,5.5,2.403381643,#N/A,#N/A,
shake,mixed milk and ice cream,7,5.5,2.403381643,#N/A,#N/A,
trash,waste material,7,4.6,2.403381643,#N/A,#N/A,
sauce,makes food tasty,7,5.5,2.40625,#N/A,#N/A,
any,no special one,7,4.5,2.408099688,#N/A,#N/A,
any,some,7,4.5,2.408099688,#N/A,#N/A,
ontopof,,7,,2.408099688,#N/A,#N/A,
we,you and I,7,3.4,2.411684783,#N/A,#N/A,
brown,a color,7,3.9,2.421465969,#N/A,#N/A,
police,a government department,7,5.1,2.422737307,#N/A,#N/A,
police,officers of the law,7,5.1,2.422737307,#N/A,#N/A,
chase,to drive away,7,5.3,2.423664122,#N/A,#N/A,
chase,hurry after,7,5.3,2.423664122,#N/A,#N/A,
chase,a race to catch someone,7,5.3,2.423664122,#N/A,#N/A,
because,for the reason that,7,5.0,2.426739927,#N/A,#N/A,
your,belonging to you,7,4.6,2.429577465,#N/A,#N/A,
tricycle,a three-wheeler,7,4.1,2.430915371,#N/A,#N/A,
today,now,7,4.4,2.434895833,#N/A,#N/A,
today,this day,7,4.4,2.434895833,#N/A,#N/A,
tomorrow,the coming day,7,4.6,2.437106918,#N/A,5,
tear,water from eye,7,5.2,2.438271605,#N/A,#N/A,
other,the second of two choices,7,5.8,2.44047619,#N/A,#N/A,
old,out of date,7,4.2,2.44100295,#N/A,#N/A,
old,not new,7,4.2,2.44100295,#N/A,#N/A,
old,of age,7,4.2,2.44100295,#N/A,#N/A,
old,has lived long,7,4.2,2.44100295,#N/A,#N/A,
garden,planting place,7,4.7,2.443181818,#N/A,#N/A,
garden,to grow plants,7,4.7,2.443181818,#N/A,#N/A,
after,looking for,7,4.6,2.446236559,#N/A,#N/A,
after,later,7,4.6,2.446236559,#N/A,#N/A,
by,beside,7,4.1,2.446236559,#N/A,#N/A,
how,the way it's done,7,5.3,2.446581197,#N/A,#N/A,
will,is going to,7,7.1,2.446581197,#N/A,#N/A,
they,he and she,7,4.1,2.450980392,#N/A,#N/A,
are,plural of is,7,4.6,2.452718676,#N/A,#N/A,
are,"used with you, we",7,4.6,2.452718676,#N/A,#N/A,
behind,in back of,7,5.0,2.453183521,#N/A,#N/A,
mop,to wipe,7,5.5,2.453183521,#N/A,#N/A,
mop,floor-cleaning tool,7,5.5,2.453183521,#N/A,#N/A,
slow,without hurry,7,4.5,2.453183521,#N/A,#N/A,
her,a girl,7,3.5,2.4543379,#N/A,#N/A,
her,belonging to a girl,7,3.5,2.4543379,#N/A,#N/A,
roof,top of building,7,6.8,2.456896552,#N/A,#N/A,
chalk,crayon for blackboard,7,4.8,2.457805907,#N/A,#N/A,
greenbeans,,7,,2.462121212,#N/A,#N/A,
be,to exist,7,4.6,2.462462462,#N/A,#N/A,
gentle,light and soft,7,5.8,2.462962963,#N/A,5,
myself,me,7,4.5,2.462962963,#N/A,#N/A,
think,to imagine,7,5.1,2.463768116,#N/A,#N/A,
think,to remember,7,5.1,2.463768116,#N/A,#N/A,
around,nearby,7,5.7,2.46875,#N/A,#N/A,
around,near,7,5.7,2.46875,#N/A,#N/A,
dump,dirty place,7,6.8,2.46875,#N/A,#N/A,
dump,place for trash,7,6.8,2.46875,#N/A,#N/A,
him,the man or boy,7,3.6,2.46875,#N/A,#N/A,
ankle,part of foot,7,5.3,2.471751412,#N/A,#N/A,
glue,sticky stuff,7,4.9,2.472527473,#N/A,#N/A,
glue,to fix so it sticks,7,4.9,2.472527473,#N/A,#N/A,
his,belongs to him,7,3.8,2.475490196,#N/A,#N/A,
long,not short,7,5.1,2.482993197,#N/A,#N/A,
long,for a long time,7,5.1,2.482993197,#N/A,#N/A,
tonight,this night,7,5.0,2.482993197,#N/A,#N/A,
them,those people or things,7,4.6,2.48389694,#N/A,#N/A,
when,at what time?,7,4.7,2.489837398,#N/A,#N/A,
donkey,a jackass,7,4.8,2.5,4.208333333,#N/A,
hen,a female bird,7,5.2,2.5,4.208333333,#N/A,
gotta,,7,,2.5,#N/A,#N/A,
jar,glass container,7,5.2,2.5,#N/A,#N/A,
playpen,,7,,2.5,#N/A,#N/A,
sneaker,,7,6.3,2.5,#N/A,#N/A,
stone,rock,7,4.7,2.5,#N/A,#N/A,
slide,to skim over ice,7,4.8,#N/A,1.841666667,5,
slide,to move smoothly,7,4.8,#N/A,1.841666667,5,
slide,to slip,7,4.8,#N/A,1.841666667,5,
fish,to try to catch fish,7,4.3,#N/A,1.841666667,#N/A,
fish,a water animal,7,4.3,#N/A,1.841666667,#N/A,
rabbit,small animal,7,4.0,#N/A,1.841666667,#N/A,
bike,bicycle,7,4.4,#N/A,1.95,#N/A,
boot,high-top shoe,7,4.4,#N/A,1.95,#N/A,
key,opens door,7,4.3,#N/A,1.95,#N/A,
umbrella,protects from rain,7,5.9,#N/A,1.95,#N/A,
leaf,part of a tree,7,4.7,#N/A,2.091666667,5,
carrot,"long, yellow vegetable",7,3.1,#N/A,2.091666667,#N/A,
snake,long crawling animal,7,5.0,#N/A,2.091666667,#N/A,
spider,spinning animal,7,3.9,#N/A,2.091666667,#N/A,
wheel,part of wagon or bicycle,7,4.6,#N/A,2.091666667,#N/A,
candle,wax and string light,7,5.4,#N/A,3.208333333,#N/A,
candle,a measure of light,7,5.4,#N/A,3.208333333,#N/A,
castle,king's dwelling,7,5.1,#N/A,3.208333333,#N/A,
fox,an animal fur,7,4.0,#N/A,3.208333333,#N/A,
fox,dog-like animal,7,4.0,#N/A,3.208333333,#N/A,
motorbike(uk),,7,8.0,#N/A,3.208333333,#N/A,
orange,a fruit,7,3.8,#N/A,3.208333333,#N/A,
tortoise,land turtle,7,6.7,#N/A,3.208333333,#N/A,
watch,guard's duty period,7,4.9,#N/A,3.208333333,#N/A,
watch,keep a look ,7,4.9,#N/A,3.208333333,#N/A,
tent,a canvas house,7,5.5,#N/A,3.708333333,5,
tent,to camp under canvas,7,5.5,#N/A,3.708333333,5,
bell,rings when struck,7,4.4,#N/A,3.708333333,#N/A,
bell,a ringing signal,7,4.4,#N/A,3.708333333,#N/A,
dragon,fire-breathing beast,7,4.9,#N/A,3.708333333,#N/A,
glove,covering for hands,7,4.8,#N/A,3.708333333,#N/A,
gun,weapon that fires,7,5.3,#N/A,3.708333333,#N/A,
iron,a metal,7,6.7,#N/A,3.708333333,#N/A,
iron,to press clothes,7,6.7,#N/A,3.708333333,#N/A,
iron,clothes-pressing tool,7,6.7,#N/A,3.708333333,#N/A,
kangaroo,animal,7,6.2,#N/A,3.708333333,#N/A,
kettle,a metal pot,7,7.3,#N/A,3.708333333,#N/A,
lemon,a sour fruit,7,5.1,#N/A,3.708333333,#N/A,
lemon,pale yellow,7,5.1,#N/A,3.708333333,#N/A,
pan,a thing to cook in,7,5.0,#N/A,3.708333333,#N/A,
pan,a dish,7,5.0,#N/A,3.708333333,#N/A,
pear,an apple-like fruit,7,4.6,#N/A,3.708333333,#N/A,
peg(uk),a wooden or metal pin,7,,#N/A,3.708333333,#N/A,
piano,a keyboard musical instrument,7,5.3,#N/A,3.708333333,#N/A,
queen,a female bee,7,5.2,#N/A,3.708333333,#N/A,
queen,country's ruler,7,5.2,#N/A,3.708333333,#N/A,
queen,king's wife,7,5.2,#N/A,3.708333333,#N/A,
queen,honorary woman leader,7,5.2,#N/A,3.708333333,#N/A,
scarecrow,to keep birds away,7,5.6,#N/A,3.708333333,#N/A,
snail,little animal with a shell,7,5.5,#N/A,3.708333333,#N/A,
wheelbarrow,cart,7,6.8,#N/A,3.708333333,#N/A,
drum,a musical instrument,7,5.2,#N/A,4.208333333,#N/A,
drum,beats rhythm,7,5.2,#N/A,4.208333333,#N/A,
heart,body's blood pump,7,5.2,#N/A,4.208333333,#N/A,
mermaid,fishlike woman,7,6.1,#N/A,4.208333333,#N/A,
nurse,takes care of,7,5.6,#N/A,4.208333333,#N/A,
nurse,takes care of sick people,7,5.6,#N/A,4.208333333,#N/A,
paintbrush,a painting tool,7,6.2,#N/A,4.208333333,#N/A,
ring,a finger band,7,4.9,#N/A,4.208333333,#N/A,
ring,circle-shaped thing,7,4.9,#N/A,4.208333333,#N/A,
stool,a low foot rest,7,5.6,#N/A,4.208333333,#N/A,
stool,a seat without a back,7,5.6,#N/A,4.208333333,#N/A,
swing,strike at ball,7,4.5,#N/A,4.208333333,#N/A,
swing,to move back and forth,7,4.5,#N/A,4.208333333,#N/A,
swing,"to move loosely, freely",7,4.5,#N/A,4.208333333,#N/A,
swing,a seat which moves back and forth,7,4.5,#N/A,4.208333333,#N/A,
sword,a sharp-bladed weapon,7,6.0,#N/A,4.208333333,#N/A,
toaster,browns bread,7,6.7,#N/A,4.208333333,#N/A,
van(uk),small lorry,7,,#N/A,4.208333333,#N/A,
whistle,make a sound with lips,7,5.7,#N/A,4.208333333,#N/A,
witch,an ugly old woman,7,5.0,#N/A,4.208333333,#N/A,
ship,large boat,7,4.9,#N/A,4.708333333,5,
caravan(uk),vehicle,7,9.3,#N/A,4.708333333,#N/A,
chain,links of metal,7,5.8,#N/A,4.708333333,#N/A,
crown,to hit on head,7,6.1,#N/A,4.708333333,#N/A,
dice,white spotted cubes,7,7.7,#N/A,4.708333333,#N/A,
dice,for playing games,7,7.7,#N/A,4.708333333,#N/A,
drawers(uk),chest of drawers,7,5.7,#N/A,4.708333333,#N/A,
fly,to drive an airplane,7,3.6,#N/A,4.708333333,#N/A,
fly,a winged insect,7,3.6,#N/A,4.708333333,#N/A,
fly,to travel by airplane,7,3.6,#N/A,4.708333333,#N/A,
fly,to go through the air,7,3.6,#N/A,4.708333333,#N/A,
goat,sheep-like animal with horns,7,4.7,#N/A,4.708333333,#N/A,
jug,container for liquids,7,5.8,#N/A,4.708333333,#N/A,
king,the head man,7,5.2,#N/A,4.708333333,#N/A,
king,a crowned ruler,7,5.2,#N/A,4.708333333,#N/A,
rocket,a space missile,7,5.6,#N/A,4.708333333,#N/A,
tie,necktie,7,5.3,#N/A,4.708333333,#N/A,
tie,to make a bow or knot,7,5.3,#N/A,4.708333333,#N/A,
tie,fasten with knots,7,5.3,#N/A,4.708333333,#N/A,
trumpet,musical instrument,7,6.8,#N/A,4.708333333,#N/A,
wizard,man who does magic,7,6.1,#N/A,4.708333333,#N/A,
arrow,direction pointer,7,6.4,#N/A,5.208333333,#N/A,
arrow,weapon shot from a bow,7,6.4,#N/A,5.208333333,#N/A,
fairy,an imaginary being,7,4.5,#N/A,5.208333333,#N/A,
fence,wall between properties,7,6.7,#N/A,5.208333333,#N/A,
mushroom,plant,7,6.4,#N/A,5.208333333,#N/A,
ruler,a measuring stick,7,6.1,#N/A,5.208333333,#N/A,
vase,a flower holder,7,6.8,#N/A,5.208333333,#N/A,
violin,musical instrument,7,7.5,#N/A,5.208333333,#N/A,
camel,humped desert animal,7,5.7,#N/A,5.708333333,#N/A,
cap,small head covering,7,5.1,#N/A,5.708333333,#N/A,
cowboy,rounds up cattle,7,4.6,#N/A,5.708333333,#N/A,
